mu_c,eps_c,mu_e,eps_e
-0.386832470179656,-0.386832470179656,0.373318044734257,0.373318044734257
-0.86085037518523,-0.474017905005574,0.836332316729389,0.463014271995131
-1.28464114168846,-0.42379076650323,1.25457411863526,0.418241801905867
-1.64153665311388,-0.356895511425419,1.60855024885006,0.353976130214802
-1.94480628776464,-0.303269634650763,1.9099571538686,0.301406905018541
-2.20766588985322,-0.262859602088579,2.17143884525204,0.261481691383441
-2.43962049546158,-0.23195460560836,2.40228862937156,0.230849784119525
-2.64728415788717,-0.207663662425594,2.60902912589467,0.206740496523108
-2.83535583334107,-0.188071675453891,2.79631163295266,0.187282507057992
0.0935695535968102,2.92892538693788,-0.00924652408335991,-2.80555815703602
1.04306515408734,0.949495600490528,-0.978427395485334,-0.969180871401975
1.52257707511201,0.479511921024673,-1.46613372350744,-0.487706328022103
1.8686634658426,0.34608639073059,-1.81566777786519,-0.349534054357756
2.15071097354645,0.282047507703848,-2.09941146083049,-0.283743682965299
0.0687207627741011,-2.08199021077235,-2.34268655495663,-0.243275094126135
-0.848542284924052,-0.917263047698154,-2.55741294066441,-0.214726385707784
-1.3568154026578,-0.508273117733745,-2.75037434780291,-0.192961407138498
-1.72625801548985,-0.369442612832054,-2.92594188956426,-0.175567541761347
-2.02617514915726,-0.299917133667413,-3.08717217138872,-0.161230281824458
-2.2824793106477,-0.256304161490441,-3.23632376930281,-0.149151597914093
-2.50782424697535,-0.22534493632765,-3.37513130834255,-0.13880753903974
-2.70956813984702,-0.201743892871662,0.419670485144542,3.79480179348709
-2.89250444775389,-0.182936307906873,1.30067816609582,0.881007680951274
-3.05999851597086,-0.167494068216976,1.73115267549026,0.43047450939444
-3.21453676700341,-0.154538251032545,2.04373566116595,0.31258298567569
-3.35802438698178,-0.143487619978375,2.30038371629409,0.256648055128142
0.490305904763866,3.84833029174565,2.52253569597825,0.222151979684167
1.34942334612327,0.859117441359403,2.72021579022848,0.197680094250223
1.7750188848384,0.425595538715134,2.89909754601065,0.178881755782176
2.08618145122584,0.311162566387432,3.06282981749003,0.163732271479376
2.34251081511629,0.25632936389045,3.21396933911903,0.151139521629005
2.56475637868574,0.222245563569454,3.3544146389166,0.140445299797568
2.76268840929287,0.197932030607126,3.48563346499632,0.131218826079716
-0.0760745727753633,-2.83876298206823,3.60879396375816,0.123160498761844
-1.02372556246593,-0.94765098969057,3.72484631476817,0.116052351010007
-1.50613551837382,-0.48240995590789,3.8345766503259,0.109730335557729
-1.8544691745888,-0.348333656214978,3.93864436321479,0.104067712888893
-2.13823863827838,-0.28376946368958,4.03760887913042,0.0989645159156295
-2.38194052975387,-0.243701891475486,4.13194943359296,0.0943405544625425
-0.0514516546159456,2.33048887513792,4.22208002726466,0.090130593671702
0.892129707783789,0.943581362399735,4.30836095522021,0.086280927955543
1.39616681321528,0.504037105431494,4.39110783983087,0.0827468846106652
1.76046944410276,0.364302630887477,4.47059880605829,0.0794909662274177
2.05615780507704,0.295688360974277,4.54708024968741,0.076481443629125
0.0792815095457755,-1.97687629553126,4.62077152335479,0.0736912736673792
-0.827357219746683,-0.906638729292459,4.69186877909164,0.0710972557368429
-1.33795289634186,-0.510595676595173,4.76054814570555,0.068679366613913
-1.70996386588947,-0.372010969547617,4.82696837613483,0.0664202304292795
-2.01194842126573,-0.301984555376254,4.8912730684871,0.0643046923522653
