bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-06_task-1_bold	0.006299182058047494	0.03734156419525066	1	22.806541932460316	0.9429096193650787	0.826129781455027	0.5668	545.4547	0.09677029711257194	26	6.860158311345646	3.068132943840696	2.9991800000000004	3.18484	3.0203788315220867	0.00366496	-0.003245135536417365	0.031088029965758324	379	70	70	38	2.860264705657275	2.4509999752044678	3.0	3.0	3.299999952316284	44.4469	59.6933	1091.6462	587.0	133070.0	542.0	3590.0	1495.6607	0.3863	4480.3848	14004.9264	13700.0	53130.0	6117.0	22127.0	4789.7214	26.98888600920327
sub-06_task-2_bold	0.0034397894736842103	0.010870112421052631	0	26.015722717678116	1.1975148463324539	0.975339804934037	0.5662	546.6912	0.153043185651909	73	19.210526315789473	2.855861730569309	2.8715233333333336	2.9144799999999997	2.7815818583745937	0.0178958	-0.003848990425467491	0.029304342344403267	380	70	70	38	2.77512086411644	2.4509999752044678	3.0	3.0	3.299999952316284	55.4274	57.2674	1107.104	587.0	132792.0	544.0	3706.0	1575.2299	0.5947	4524.86	14022.0002	13729.0	53408.0	5758.0	22361.0	4947.1256	47.05408703885041
sub-07_task-1_bold	0.0074875925925925926	0.024631566243386242	2	21.19653638037133	1.0492017822281163	0.9432851103978783	0.5391	424.6803	0.08786334503144481	14	3.7037037037037037	2.6438265779620296	2.703086666666667	2.673556666666667	2.5548364005527557	0.00330465	-0.005567347165197134	0.032843656837940216	378	70	70	38	2.715078922785108	2.4509999752044678	3.0	3.0	3.299999952316284	66.6984	37.6533	938.6013	552.0	142493.0	524.0	2802.0	1226.3221	0.321	3611.341	11283.2169	11374.0	43707.0	2921.0	17952.0	4189.1489	31.50685302936472
sub-07_task-2_bold	0.005870079155672823	0.03177363340369393	1	23.486285264947085	1.0074546791005288	0.8861188057407402	0.5376	425.1132	0.10232455198870148	33	8.70712401055409	2.6498251639532744	2.705103333333333	2.661993333333333	2.582378825193157	0.00569759	-0.006344060879200697	0.033248305320739746	379	70	70	38	2.6759826395881743	2.4509999752044678	3.0	3.0	3.299999952316284	64.0325	40.1632	950.2307	556.0	142833.0	526.0	2850.0	1234.9436	0.3046	3718.1043	11388.5055	11472.0	43367.0	3006.0	18286.0	4286.9739	31.148512554354966
sub-08_task-1_bold	0.004312078947368422	0.00931861352631579	0	24.111496593192616	1.0882589531398414	0.9553113302638518	0.5906	382.6685	0.14144863774867972	69	18.157894736842106	3.153079509666497	3.216836666666667	3.1868866666666666	3.055515195666157	0.0278382	0.014905238524079323	0.03696270287036896	380	70	70	38	2.534647645793354	2.4509999752044678	3.0	3.0	3.299999952316284	24.8081	102.1026	1358.1063	644.0	131546.0	570.0	5209.0	1879.6328	0.0702	4830.8414	12829.7745	12590.0	54654.0	4449.0	21241.0	4967.1144	46.24585998686962
sub-08_task-2_bold	0.007103947368421053	0.012345697315789472	0	34.78273420390499	1.2361597727704488	1.0334792912664903	0.5911	366.4649	0.3055537712523667	234	61.578947368421055	3.132606277113019	3.2084499999999996	3.1816566666666666	3.0077121646723914	0.0388898	0.015828918665647507	0.039326831698417664	380	70	70	38	2.527373848718177	2.4509999752044678	3.0	3.0	3.299999952316284	26.8868	101.1836	1360.2776	644.0	131926.0	571.0	5183.0	1905.392	0.0616	4727.8266	12560.2981	12329.5	54274.0	4353.0	20859.0	4878.339	39.6449568439275
sub-09_task-1_bold	0.0004988947368421053	0.007982493657894737	0	19.383603841108187	1.0360471772559356	0.927864626596306	0.5672	439.0885	0.10222793377447034	27	7.105263157894737	2.9818244582369187	2.920553333333333	3.161353333333333	2.863566708044091	0.0197535	-0.026568513363599777	0.06167174503207207	380	70	70	38	2.439383287828965	2.4509999752044678	3.0	3.0	3.299999952316284	60.7762	57.4117	1252.633	610.0	134996.0	568.0	4458.0	1849.594	0.4178	4709.6807	12921.8822	12782.0	51204.0	3482.0	21688.0	5239.7978	52.73832195508294
sub-09_task-2_bold	0.0046529473684210525	0.03499160144736842	0	23.2579072808971	0.9828158683641165	0.8808351328496044	0.5652	443.774	0.14313989300915986	75	19.736842105263158	3.298820015673011	3.2067599999999996	3.4357	3.2540000470190344	0.0143893	-0.02741130255162716	0.062437865883111954	380	70	70	38	2.458722915324159	2.4509999752044678	3.0	3.0	3.299999952316284	62.2003	66.44	1297.419	619.0	136126.0	570.0	4566.0	1958.5427	0.282	4871.8606	13189.9279	13036.0	50074.0	3828.0	22190.0	5301.8865	26.826680446974933
sub-10_task-1_bold	0.000941292875989446	0.008734965237467017	1	17.03584470695766	0.9831039313492059	0.9097330974867727	0.5523	467.1699	0.056942388125979425	1	0.2638522427440633	2.7373573866534575	2.736143333333333	2.7943166666666666	2.6816121599603737	0.00611097	-0.011998713947832584	0.04687599092721939	379	70	70	38	2.4043761561126558	2.4509999752044678	3.0	3.0	3.299999952316284	59.9097	51.1595	1050.6363	575.0	135487.0	537.0	3259.0	1491.087	0.8807	4388.1276	12966.837	12430.0	50713.0	4914.0	22681.0	5169.6892	52.56993231922388
sub-10_task-2_bold	0.00040148148148148145	0.005144468701058202	2	16.67805151339523	1.0073858673740053	0.9299937266047758	0.5548	464.3731	0.05630707833141474	0	0.0	2.739063548249303	2.7312733333333337	2.8085233333333335	2.6773939780812404	0.00621243	-0.01318677794188261	0.04874172434210777	378	70	70	38	2.398939260084093	2.4509999752044678	3.0	3.0	3.299999952316284	57.849	55.0288	1086.084	581.0	135268.0	541.0	3480.0	1558.9999	0.893	4413.2797	13059.3741	12516.0	50932.0	4928.0	22874.0	5217.2547	65.01795534836128
