bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-21_task-1_bold	0.002318956743002545	0.01362565435114504	1	18.266774535408164	0.9693363285714284	0.9024441383418368	0.5663	536.8206	0.10185554474812787	19	4.8346055979643765	2.828328296249009	2.7844433333333334	2.914156666666667	2.7863848887470257	0.00287893	-0.023339061066508293	0.04771776869893074	393	70	70	38	2.4860705282954223	2.4509999752044678	3.0	3.0	3.299999952316284	61.4183	39.2644	1145.5854	570.0	131297.0	541.0	3877.0	1884.702	0.855	4656.5901	13919.0028	13202.0	54903.0	6322.0	23817.0	5310.34	40.48785213660449
sub-21_task-2_bold	0.0029597201017811706	0.006059605292620865	1	17.9313071140306	1.061142559566326	0.9567198119897954	0.5662	533.4293	0.08503835464689892	15	3.816793893129771	2.8149283973859305	2.7434133333333333	2.8886566666666664	2.8127151921577913	0.00475375	-0.02309679239988327	0.0479382649064064	393	70	70	38	2.4319780271102895	2.4509999752044678	3.0	3.0	3.299999952316284	53.9465	40.5018	1159.4239	573.0	131218.0	543.0	4090.0	1867.2017	0.8926	4737.5403	13953.0538	13229.0	54982.0	6131.0	24105.0	5439.5556	56.3101489408873
sub-22_task-1_bold	0.00296468085106383	0.010843033829787234	4	18.769171267173334	0.9672267939466668	0.8994665627199996	0.551	410.7527	0.07763707711444084	6	1.5957446808510638	2.714526982770934	2.6903566666666667	2.7388333333333335	2.714390948312802	0.0030168	-0.007745794951915741	0.029895395040512085	376	70	70	38	2.475283544845263	2.4509999752044678	3.0	3.0	3.299999952316284	37.3115	47.8022	1077.8471	579.0	139622.0	543.0	3702.0	1455.874	0.345	4206.1172	11749.2982	11727.0	46578.0	2991.0	19722.0	4737.5882	42.26031160145067
sub-22_task-2_bold	0.0019931481481481484	0.01024738656084656	2	18.08953407904509	1.0061269206100794	0.9178556334748009	0.5454	407.8114	0.07227126501328426	2	0.5291005291005291	2.772823649609551	2.77713	2.79125	2.750090948828653	0.00358469	-0.00694401515647769	0.027838651090860367	378	70	70	38	2.401448159875805	2.4509999752044678	3.0	3.0	3.299999952316284	38.147	47.3531	1074.2329	580.0	140643.0	544.0	3696.0	1449.9116	0.341	4309.3991	11797.387	11716.0	45557.0	2818.0	20037.0	4878.6693	44.63887438643724
sub-23_task-1_bold	0.003546263157894737	0.007544763947368421	0	32.320179252110826	1.3803105995250653	0.9780779093667555	0.527	583.3005	0.08507410607677574	21	5.526315789473684	3.5394192088080136	3.4340666666666664	3.677766666666667	3.5064242930907086	0.0075369	-0.010664820671081543	0.02771395817399025	380	70	70	38	2.0402168126747813	2.4509999752044678	3.0	3.0	3.299999952316284	46.7555	35.282	769.6974	433.0	135779.0	407.0	2563.0	1001.9406	-0.0421	5210.4766	11089.8155	10469.0	50421.0	3733.0	20535.0	5131.2665	46.61834868043661
sub-23_task-2_bold	0.002560633245382586	0.006955378153034301	1	32.074420338677264	1.2606884482275136	0.9357919661375665	0.528	577.9972	0.09667118784431554	31	8.179419525065963	3.5422050675612837	3.429866666666667	3.6555666666666666	3.541181869350518	0.0135457	-0.011430603452026844	0.028903912752866745	379	70	70	38	2.021593282548977	2.4509999752044678	3.0	3.0	3.299999952316284	47.9567	37.1041	786.2428	436.0	135671.0	409.0	2675.0	1035.7699	-0.0079	5258.806	11123.9367	10482.0	50529.0	3738.0	20685.0	5184.9679	49.150218814611435
sub-24_task-1_bold	0.0011494986807387864	0.009123510897097625	1	27.15718070584654	1.0792134543650802	0.9429970341798946	0.5869	336.8012	0.19774430947228844	138	36.41160949868074	3.0155298122966627	2.954126666666667	3.1200233333333336	2.972439436889987	0.0137537	-0.011416631750762463	0.05841889977455139	379	70	70	38	2.2790266965359955	2.4509999752044678	3.0	3.0	3.299999952316284	43.4999	96.4278	1279.2872	647.0	130643.0	578.0	4341.0	1675.1014	0.9626	4743.2238	12298.1721	11883.0	55557.0	4210.0	21585.0	5214.021	41.5488258395344
sub-24_task-2_bold	0.004423984168865436	0.014918303799472295	1	27.672228606349215	1.062269251507937	0.9320112273280422	0.5857	336.6992	0.20185018269409946	146	38.522427440633244	3.073969509574983	3.0488433333333336	3.1365499999999997	3.0365151953916145	0.0106503	-0.011099777184426785	0.05815064534544945	379	70	70	38	2.278974066400713	2.4509999752044678	3.0	3.0	3.299999952316284	43.8033	101.5132	1278.7081	652.0	130994.0	579.0	4357.0	1643.1637	0.7689	4826.167	12381.0657	11964.0	55206.0	4181.0	21784.0	5249.6831	35.12048815388698
sub-25_task-1_bold	0.005798947368421053	0.014622517815789474	0	18.312328821635887	0.9826255180474939	0.9250474780474943	0.5561	377.0558	0.07612837286637243	6	1.5789473684210527	2.766736982359923	2.76573	2.9054233333333332	2.6290576137464354	0.0077569	-0.009465164504945278	0.04246700182557106	380	70	70	38	2.5199116825164456	2.4509999752044678	3.0	3.0	3.299999952316284	39.7712	60.2638	1029.3282	586.0	138898.0	541.0	3267.0	1245.238	0.1084	4102.1736	11271.365	11370.0	47302.0	2423.0	18386.0	4512.0152	41.396922916173935
sub-25_task-2_bold	0.0057391292875989455	0.011009289999999998	1	18.35284977851853	1.0158103157936502	0.9688101218253977	0.5567	378.3098	0.09087212595490393	26	6.860158311345646	2.7259215276084667	2.7317	2.859776666666667	2.586287916158733	0.00526058	-0.010738115757703781	0.04149126261472702	379	70	70	38	2.56017758516214	2.4509999752044678	3.0	3.0	3.299999952316284	35.4683	63.8536	1059.2716	591.0	139594.0	544.0	3415.0	1298.9295	0.1207	4098.892	11421.7219	11486.0	46606.0	2689.0	18537.0	4486.3594	45.62759098794777
sub-26_task-1_bold	0.010000343915343915	0.012592942724867722	2	20.28412144241379	1.1379925650397877	0.98471088718833	0.5577	437.5123	0.09079138177557759	37	9.788359788359788	2.8000791041066946	2.8445733333333334	2.8156033333333332	2.740060645653416	0.00656136	-0.008730563335120678	0.03628893196582794	378	70	70	38	2.736842971513	2.4509999752044678	3.0	3.0	3.299999952316284	66.7734	50.1614	1025.4791	568.0	137550.0	530.0	3294.0	1414.8976	0.3805	3873.1427	11935.7862	11887.5	48650.0	3744.0	18999.0	4343.4636	46.69984228746034
sub-26_task-2_bold	0.005896447368421052	0.010000264	0	21.889802927757255	1.1760486213456451	1.0126895619525065	0.5577	435.8006	0.15833920619732916	101	26.57894736842105	2.8509674880822615	2.91393	2.8704300000000003	2.768542464246785	0.0092687	-0.009616129100322723	0.03979344666004181	380	70	70	38	2.702089855497358	2.4509999752044678	3.0	3.0	3.299999952316284	64.9414	55.5507	1062.488	575.0	137921.0	533.0	3467.0	1491.9046	0.3821	3957.5228	12064.5869	11996.0	48279.0	3852.0	19376.0	4439.4807	48.25016626436263
sub-27_task-1_bold	0.0007210026385224274	0.006832898100263852	1	21.56274710515873	1.0807474514021165	0.9358493677248682	0.5409	509.2472	0.079962986443944	10	2.638522427440633	2.6146802135524077	2.639553333333333	2.8101933333333338	2.3942939739905555	0.0107873	-0.007040389813482761	0.03394874185323715	379	70	70	38	2.6560560713125434	2.4509999752044678	3.0	3.0	3.299999952316284	26.5337	34.9213	1021.6202	572.0	139965.0	545.0	3376.0	1308.1634	0.5614	4443.7411	13038.2434	12909.0	46235.0	4467.0	20974.0	4860.1611	57.6655356567353
sub-27_task-2_bold	0.0003980789473684211	0.005182439078947368	0	22.778961229525056	1.1039793503957782	0.942771748680739	0.5438	504.9874	0.08652037467196326	14	3.6842105263157894	2.5755702133627962	2.5950633333333335	2.7767199999999996	2.354927306755056	0.0128715	-0.008419651538133621	0.03584332764148712	380	70	70	38	2.6409299641838926	2.4509999752044678	3.0	3.0	3.299999952316284	24.2406	36.9245	1031.2471	575.0	139266.0	547.0	3438.0	1297.0199	0.5976	4471.2279	13093.1137	12925.0	46934.0	4636.0	21113.0	4894.0572	63.8766681997804
sub-28_task-1_bold	0.0023856728232189975	0.008585639604221635	1	19.921852954550264	1.1390867167724867	0.9935420332804241	0.5735	462.1507	0.11988602681531102	34	8.970976253298153	3.0143599128681227	2.9603133333333336	3.2013966666666662	2.8813697386043686	0.00612842	-0.018533609807491302	0.06514772772789001	379	70	70	38	2.456643531099507	2.4509999752044678	3.0	3.0	3.299999952316284	25.3812	63.7558	1345.1865	627.0	133738.0	581.0	5257.0	1909.6021	0.1187	5338.9157	13863.3471	13478.5	52462.0	5205.0	23480.0	5486.4987	51.41798097942956
sub-28_task-2_bold	0.01668228947368421	0.03205922957894737	0	18.43662515081795	0.9296620183641163	0.8709617826649082	0.5759	458.183	0.0952426369513561	15	3.9473684210526314	3.2790943587170696	3.20968	3.4546333333333332	3.1729697428178754	0.00325323	-0.02214997075498104	0.072478748857975	380	70	70	38	2.4641180016053794	2.4509999752044678	3.0	3.0	3.299999952316284	24.8917	76.4008	1418.7503	638.0	134195.0	583.0	5589.0	2028.6648	0.0046	5504.5517	14062.813	13651.0	52005.0	5477.0	23786.0	5539.86	32.009054236114025
sub-29_task-1_bold	0.001812910052910053	0.007350055846560847	2	20.12127711846154	1.0485123815119362	0.9601184715915115	0.6107	303.5867	0.10371104525468418	24	6.349206349206349	2.7832674879814356	2.7324966666666666	2.8696966666666666	2.7476091306109733	0.00713814	-0.019892210140824318	0.07570420205593109	378	70	70	38	2.4613209873525164	2.4509999752044678	3.0	3.0	3.299999952316284	36.2409	128.0098	1373.3533	659.0	127679.0	568.0	4769.0	1831.2255	0.8997	4131.2465	11860.7721	11487.0	58521.0	4669.0	20130.0	4666.9662	54.499555255519226
sub-29_task-2_bold	0.0009310079575596815	0.009219028700265253	3	20.17875917164893	1.0394327142819144	0.9562558887500003	0.6114	300.1546	0.12494149830678027	52	13.793103448275861	2.771913952600796	2.7265333333333337	2.8472266666666664	2.7419818578023887	0.00938817	-0.02032773196697235	0.07647022604942322	377	70	70	38	2.466495364224652	2.4509999752044678	3.0	3.0	3.299999952316284	34.8154	129.9735	1373.5072	662.0	127749.0	570.0	4750.0	1805.4601	0.8359	4131.9892	11829.4381	11461.0	58451.0	4632.0	20068.0	4646.6343	48.50425421260297
sub-30_task-1_bold	0.0026082631578947368	0.005215282865789474	0	17.31091073313984	1.0528013815039585	0.9563591746965695	0.5991	405.1031	0.041945129160197936	1	0.2631578947368421	2.9423447616295424	2.8887433333333337	2.9995	2.9387909515552946	0.00536741	-0.007860313169658184	0.03960859403014183	380	70	70	38	2.5271426225209153	2.4509999752044678	3.0	3.0	3.299999952316284	43.34	82.7253	1370.5194	629.0	127140.0	569.0	5097.5	2175.2062	0.3455	4809.8244	12999.332	12654.0	59060.0	5168.5	21705.0	5007.1938	59.328729580156505
sub-30_task-2_bold	0.0006509498680738786	0.004645104828496043	1	17.64601799798942	1.0679796056613755	0.9542063336507937	0.5983	402.5398	0.050537666416343545	6	1.5831134564643798	2.970068701142203	2.9248666666666665	3.0219	2.963439436759941	0.0093957	-0.008062110282480717	0.04184781014919281	379	70	70	38	2.4944009817278325	2.4509999752044678	3.0	3.0	3.299999952316284	44.2873	85.59	1389.1262	633.0	127292.0	570.0	5216.0	2210.8627	0.3097	4914.8495	13041.6712	12705.0	58908.0	5076.0	21864.0	5093.364	64.32694863388315
sub-31_task-1_bold	0.029223456464379946	0.040772916569920846	1	27.911852745820088	1.1145771376455025	1.1096772883068782	0.5347	612.3722	0.21052743774355595	108	28.496042216358838	3.356007490684958	3.3162133333333332	3.4429	3.3089091387215404	0.00903338	-0.01228861603885889	0.041400667279958725	379	70	70	38	2.5840977420706066	2.4509999752044678	3.0	3.0	3.299999952316284	47.1798	38.0664	1079.57	578.0	139278.0	549.0	3635.0	1514.521	0.4428	5100.9697	14679.4128	14292.5	46922.0	5662.0	24421.0	5530.8851	21.137690836563706
sub-31_task-2_bold	0.0009599470899470899	0.0054118877248677255	2	26.218411276286457	1.237380303448276	0.9744266992838194	0.5321	614.0118	0.15369342730267965	87	23.015873015873016	3.0147616301081475	3.040236666666667	3.108496666666667	2.8955515569911086	0.0230977	-0.012586666271090508	0.040243420749902725	378	70	70	38	2.4730340468200724	2.4509999752044678	3.0	3.0	3.299999952316284	51.0736	36.4649	1088.9116	578.0	139103.0	550.0	3754.0	1578.6861	0.5487	5263.9937	14744.0573	14318.0	47097.0	5093.0	24902.0	5789.5879	61.02853490388952
sub-32_task-1_bold	0.002821631578947368	0.028058029184210527	0	21.891580823245377	0.94517543757256	0.8665953605013185	0.5959	314.7473	0.10025495183088064	31	8.157894736842104	2.7679511244672077	2.7350833333333333	2.795803333333333	2.7729667067349566	0.0123884	-0.0008829454309307039	0.051614731550216675	380	70	70	38	2.6172059827159284	2.4509999752044678	3.0	3.0	3.299999952316284	26.6792	98.0858	1202.1416	605.0	132922.0	535.0	4176.0	1519.1106	0.6013	3584.6122	11000.2627	10734.0	53278.0	4022.0	18128.0	4101.2818	35.79846568405628
sub-32_task-2_bold	0.012653245382585752	0.05387981116094987	1	24.818971063677267	0.947395848730159	0.9646259470899464	0.5999	307.6479	0.1462423925886311	60	15.831134564643799	2.860026478805668	2.7798433333333334	2.8605300000000002	2.9397061030836698	0.0067642	-0.0006013616803102195	0.05219380185008049	379	70	70	38	2.6881355382690137	2.4509999752044678	3.0	3.0	3.299999952316284	22.4343	102.4541	1207.5977	608.0	132852.0	535.0	4154.0	1480.1832	0.6272	3507.8701	10944.8174	10670.0	53348.0	4366.0	17812.0	3969.2567	22.499173123622313
sub-33_task-1_bold	0.028841081794195256	0.007406296094986809	1	23.311663561825398	1.3783034008730162	1.3139168193915347	0.5629	433.6177	0.11035219792379537	15	3.9577836411609497	3.018761731093027	2.9868433333333333	3.179126666666667	2.8903151932790814	0.0238505	-0.028002172708511353	0.04758550971746445	379	70	70	38	2.5370904086719355	2.4509999752044678	3.0	3.0	3.299999952316284	56.6329	70.6133	1200.9414	612.0	136331.0	561.0	3990.0	1752.1244	0.428	4660.5282	13014.5629	12743.0	49869.0	4679.0	21667.0	5022.6323	47.602269942173734
sub-33_task-2_bold	0.0084132981530343	0.008542155427440632	1	23.105447930661363	1.2318926828835972	1.058272541719578	0.5643	426.2029	0.11644606801858699	30	7.915567282321899	2.9803299127949114	2.92728	3.14754	2.8661697383847344	0.0127593	-0.027513157576322556	0.049570608884096146	379	70	70	38	2.5230713871445682	2.4509999752044678	3.0	3.0	3.299999952316284	65.3229	72.0861	1195.3289	616.0	135676.0	564.0	3941.0	1750.398	0.3855	4657.8113	12945.1225	12710.0	50524.0	4453.0	21545.0	5037.4612	50.89920918876305
sub-34_task-1_bold	0.005057097625329816	0.020152760079155674	1	21.769249588174606	0.9514848987037031	0.8938976055026453	0.5904	292.1297	0.07731141016863483	5	1.3192612137203166	2.9298317305782997	2.817076666666667	3.18897	2.783448525068233	0.00444096	-0.007988708093762398	0.07692057639360428	379	70	70	38	2.1484707474935774	2.4509999752044678	3.0	3.0	3.299999952316284	18.0632	100.0855	1419.6694	663.0	133045.0	591.0	5390.0	1831.1411	0.9724	4667.509	11904.4103	11328.0	53155.0	3769.0	21559.0	5272.5379	32.394155346555635
sub-34_task-2_bold	0.0014563492063492064	0.011792619761904762	2	21.31387980209551	0.9749288786472138	0.89997937596817	0.5863	293.595	0.06753990649800887	8	2.1164021164021163	2.908674962964804	2.8004266666666666	3.1290133333333334	2.796584888894412	0.00595334	-0.006177232135087252	0.07187194377183914	378	70	70	38	2.121721582183925	2.4509999752044678	3.0	3.0	3.299999952316284	19.9361	98.7696	1426.1128	667.0	133906.0	596.0	5423.0	1851.3594	0.8966	4806.8121	12025.2838	11429.0	52294.0	3726.0	21939.0	5386.6119	44.102706018835306
sub-35_task-1_bold	0.010802552631578944	0.016920333210526318	0	23.02235147387865	1.1361093392612134	1.0515384369920853	0.5575	375.3578	0.1029624593219533	41	10.789473684210526	2.5899492038151917	2.5732833333333334	2.72674	2.469824278112242	0.00830792	0.00012850176426582038	0.03133387863636017	380	70	70	38	2.5954369394672137	2.4509999752044678	3.0	3.0	3.299999952316284	31.7076	53.3386	937.337	576.0	137120.0	537.0	2651.0	1038.4103	0.2344	4059.2071	11260.6519	11158.5	49080.0	3650.5	18455.5	4299.2323	36.50342353968881
sub-35_task-2_bold	0.007441184210526316	0.006475830710526315	0	23.09247026992083	1.1855997406596306	1.0334036296833784	0.5576	375.7981	0.088250604087662	39	10.263157894736842	2.5659671835036466	2.546823333333333	2.7039933333333335	2.4470848838442727	0.00843039	3.185974128427915e-05	0.03112579882144928	380	70	70	38	2.5635359589804443	2.4509999752044678	3.0	3.0	3.299999952316284	31.0808	53.8146	947.6523	577.0	137030.0	537.0	2735.0	1058.0295	0.2584	4092.3832	11302.4278	11178.0	49170.0	3604.0	18617.0	4360.3392	52.26527734834235
sub-36_task-1_bold	0.0010950395778364114	0.006849074960422164	1	23.529171908518517	1.1746664212962958	0.9293661862698406	0.5753	471.0802	0.0689383177370635	24	6.332453825857519	2.6485663760218117	2.6331633333333335	2.7410933333333336	2.5714424613987674	0.0170613	-0.00857071578502655	0.04710323363542557	379	70	70	38	2.5267307884976833	2.4509999752044678	3.0	3.0	3.299999952316284	34.0524	53.9565	1067.5215	581.0	129790.0	542.0	3353.0	1415.4769	0.7908	4590.248	13170.6741	12601.0	56410.0	5844.0	22012.0	4987.0324	54.99377886764705
sub-36_task-2_bold	0.0015056200527704484	0.004826621345646438	1	24.410275060502645	1.2423683694708991	0.9562874176190489	0.5743	466.6537	0.06161719449124431	16	4.221635883905013	2.6417228406663784	2.6263666666666667	2.7277533333333337	2.5710485219991357	0.0177892	-0.007913556881248951	0.04600467532873154	379	70	70	38	2.5009247847980878	2.4509999752044678	3.0	3.0	3.299999952316284	33.7645	54.6763	1067.0831	583.0	129984.0	543.0	3341.0	1388.1289	0.8684	4614.4546	13187.0131	12591.5	56216.0	5801.0	22117.0	5034.6928	64.71153029566631
sub-37_task-1_bold	0.026707915567282324	0.0761009031662269	1	42.09790026960319	0.9674151571693118	1.0019190167195764	0.5579	363.3034	0.40769061238652526	265	69.92084432717678	3.3921841587227326	3.239743333333333	3.3432333333333335	3.5935758095015298	0.00757275	-0.008867405354976654	0.034424521028995514	379	70	70	38	2.534921492546862	2.4509999752044678	3.0	3.0	3.299999952316284	35.7154	73.4416	1068.218	595.0	139342.0	542.0	3468.0	1329.9879	0.2632	4136.5804	11621.565	11346.0	46858.0	4053.0	19516.0	4475.8305	12.210045883257408
sub-37_task-2_bold	0.013117447368421053	0.07168300447368421	0	53.8479030427969	0.9338213275725594	0.8989027274406333	0.5562	366.9197	0.6085735140713417	313	82.36842105263158	3.402494562858445	3.282313333333333	3.311806666666667	3.6133636885753355	0.0116806	-0.011263860389590263	0.033046115189790726	380	70	70	38	2.467618883890032	2.4509999752044678	3.0	3.0	3.299999952316284	38.9074	74.7388	1099.1641	596.0	139618.0	541.0	3685.0	1435.9307	0.2717	4256.7341	11718.7505	11422.0	46582.0	3823.0	19868.0	4628.704	12.606242929468863
sub-38_task-1_bold	0.005939393139841689	0.03230513939313985	1	19.496293542195748	0.9619256245238103	0.8661702344179893	0.5723	444.8122	0.0687908213013495	11	2.9023746701846966	2.909788800903361	2.8080033333333336	3.217226666666667	2.7041364027100823	0.00417875	-0.010886147618293762	0.048073459416627884	379	70	70	38	2.8228257857205206	2.4509999752044678	3.0	3.0	3.299999952316284	45.6724	66.0404	1134.8655	601.0	134849.0	554.0	3713.0	1497.9235	0.2034	4203.2511	12732.7407	12684.0	51351.0	4636.0	19982.0	4493.326	27.31712804408744
sub-38_task-2_bold	0.0014516842105263162	0.01752454913157895	0	19.093241228627964	0.9621186967018472	0.8633920816358847	0.5753	437.89	0.08824778486120202	28	7.368421052631579	2.7403651637440762	2.675053333333333	3.007096666666667	2.5389454912322287	0.00845017	-0.011627250351011753	0.04949468374252319	380	70	70	38	2.894523684894721	2.4509999752044678	3.0	3.0	3.299999952316284	44.6751	65.8158	1132.9406	601.0	134658.0	554.0	3758.0	1483.3314	0.259	4053.3722	12589.6167	12578.0	51542.0	4802.0	19512.0	4345.4051	38.97946231858805
sub-39_task-1_bold	0.0009181578947368421	0.006537089052631579	0	20.5542158062269	1.1154338084168878	0.9397867318997372	0.5735	461.1507	0.06897986701283207	0	0.0	3.1846163795529754	3.03773	3.211543333333333	3.304575805325592	0.00904053	-0.03307612985372543	0.062131449580192566	380	70	70	38	2.3319658425705425	2.4509999752044678	3.0	3.0	3.299999952316284	61.2281	62.0664	1424.6935	606.0	132668.0	560.0	5529.0	2492.2526	1.0299	4930.0346	13748.4659	13024.0	53532.0	5844.0	23993.0	5584.9353	55.26426848070696
sub-39_task-2_bold	0.0005251715039577837	0.003542261899736148	1	22.383410549523816	1.1937568816666664	0.9623373624603165	0.5718	461.5623	0.06394056252691198	1	0.2638522427440633	3.113450722417216	2.996066666666667	3.1580733333333337	3.186212167251647	0.012586	-0.030760513618588448	0.0591600127518177	379	70	70	38	2.3244125580554615	2.4509999752044678	3.0	3.0	3.299999952316284	61.6645	65.0467	1417.6582	611.0	133169.0	563.0	5555.0	2419.6727	1.0634	4982.279	13850.1641	13122.0	53031.0	5842.0	24213.0	5645.2441	69.17275035521016
sub-40_task-1_bold	0.01085575197889182	0.04025065269129288	1	26.061969055581994	1.0154753728571428	0.9724633056084656	0.5647	404.1491	0.19635436423679015	95	25.065963060686016	2.437377587060894	2.3214366666666666	2.6439233333333334	2.3467727611826805	0.00379072	-0.004197310656309128	0.03875471279025078	379	70	70	38	3.0530157651399663	2.4509999752044678	3.0	3.0	3.299999952316284	30.8142	37.2372	878.6276	553.0	136267.0	526.0	2365.0	956.33	0.4397	3284.9238	11106.0964	11114.0	49933.0	4468.0	16973.0	3640.2985	23.091484894277528
sub-40_task-2_bold	0.018476894736842105	0.09175021210526316	0	25.327043467941934	0.8513793006596305	0.8583606670976247	0.5726	391.6801	0.1826430112102578	102	26.842105263157894	2.637081527992184	2.46226	2.78303	2.665954583976552	0.0055773	-0.0064022233709692955	0.042887162417173386	380	70	70	38	3.1841536540307147	2.4509999752044678	3.0	3.0	3.299999952316284	26.4544	42.3556	914.5885	557.0	135902.0	527.0	2572.0	1001.1243	0.5297	3121.9614	11047.0273	11017.0	50298.0	5027.0	16683.0	3459.9117	16.743274707114324
sub-41_task-1_bold	0.0035484736842105262	0.008664017157894737	0	20.609346490316632	1.0280761072295501	0.9369049103166228	0.5619	451.1866	0.09536526160553992	39	10.263157894736842	2.762723144217626	2.730513333333333	2.8784500000000004	2.6792060993195457	0.0219241	-0.00791618786752224	0.037843067198991776	380	70	70	38	2.6634475457988374	2.4509999752044678	3.0	3.0	3.299999952316284	20.8341	49.7178	1116.9709	584.0	137369.0	547.0	4057.0	1421.0212	0.0107	4451.0527	12422.8402	12409.0	48831.0	3737.0	19918.0	4658.9515	49.51977339456789
sub-41_task-2_bold	0.003698631578947368	0.005003282263157894	0	19.034219387124004	1.10622500005277	0.9922056891820583	0.5627	450.2992	0.07186000085497864	27	7.105263157894737	2.747934659341469	2.7253566666666664	2.8449866666666668	2.6734606446910716	0.0271387	-0.008393595926463604	0.03840615227818489	380	70	70	38	2.6515643830911677	2.4509999752044678	3.0	3.0	3.299999952316284	20.7225	51.8871	1144.5089	589.0	137423.0	550.0	4225.0	1478.8613	0.046	4479.9287	12526.5625	12495.0	48777.0	3761.0	20121.0	4712.2642	62.6930016502738
sub-42_task-1_bold	0.002955461741424802	0.019986504802110817	1	28.98277091992066	1.1187864107407408	0.9515806884391533	0.5457	478.196	0.2462310100941848	188	49.6042216358839	2.423153142477733	2.4343766666666666	2.51711	2.3179727607665317	0.0182305	-0.001774175208993256	0.031259842216968536	379	70	70	38	2.945629543499315	2.4509999752044678	3.0	3.0	3.299999952316284	60.7604	37.466	962.3697	562.0	139956.0	533.0	2923.0	1291.7189	0.8794	3567.6426	12314.2773	12296.5	46244.0	4652.0	19023.0	4174.4445	34.98353530652821
sub-42_task-2_bold	0.004462552631578947	0.010517439289473685	0	35.037481051451195	1.253724006912929	1.0081920755408975	0.5462	474.1829	0.3001294360966153	227	59.73684210526316	2.411894051655048	2.4149866666666666	2.484783333333333	2.335912154965143	0.0351925	-0.00260278326459229	0.03074193000793457	380	70	70	38	2.8951721022158	2.4509999752044678	3.0	3.0	3.299999952316284	61.5064	39.8586	974.737	567.0	139774.0	536.0	3004.0	1309.5613	0.8656	3635.3884	12357.9099	12341.0	46426.0	4441.0	19216.0	4262.5677	44.831326871179044
sub-43_task-1_bold	0.012671342105263158	0.008433145210526316	0	20.38793784026384	1.2411076286543543	1.094038513350924	0.5617	420.0211	0.10944756843415433	36	9.473684210526315	2.8966148615901055	2.9033800000000003	3.065576666666667	2.7208879181036503	0.00557118	-0.004146108403801918	0.04241703823208809	380	70	70	38	2.6800476764627645	2.4509999752044678	3.0	3.0	3.299999952316284	60.3316	99.4942	1183.19	632.0	137720.0	561.0	3754.0	1596.4618	0.2427	4561.6557	13100.8149	12956.0	48480.0	4789.0	21196.5	4834.1925	54.315423518419266
sub-43_task-2_bold	0.0026638421052631576	0.01773233194736842	0	21.432406916147745	1.0460397693403698	0.9346560647493395	0.5614	418.4379	0.12525166600991128	50	13.157894736842104	2.985807690337803	3.01115	3.1288699999999996	2.8174030710134086	0.00510918	-0.002313831355422735	0.03904959559440613	380	70	70	38	2.709406646863067	2.4509999752044678	3.0	3.0	3.299999952316284	46.9064	105.9592	1184.8663	638.0	138249.0	562.0	3722.0	1521.3952	0.0973	4646.4203	13155.4989	13061.0	47951.0	4803.0	21184.0	4820.5624	41.898317840415984
sub-44_task-1_bold	0.00496404761904762	0.019041531322751323	2	20.717734116525214	0.9413406695490714	0.8722978338992045	0.5948	332.1025	0.0864004818180141	16	4.232804232804233	2.791641932521408	2.7632433333333335	2.8442399999999997	2.767442464230891	0.00563123	0.006343028508126736	0.04232368245720863	378	70	70	38	2.6440612759286495	2.4509999752044678	3.0	3.0	3.299999952316284	34.1999	79.6644	1308.992	612.0	133218.0	553.0	4974.0	1932.5018	0.2732	4009.0013	11372.1507	11157.0	52982.0	4403.0	18612.0	4219.6052	35.59955044835806
sub-44_task-2_bold	0.005220870712401055	0.008133006569920845	1	20.616691872328058	1.0943444442328036	0.9840666203439148	0.5929	330.08	0.08819140497384793	18	4.74934036939314	2.7690855688764913	2.7753333333333337	2.7662566666666666	2.765666706629474	0.0103557	0.005518853198736906	0.04361564666032791	379	70	70	38	2.5902752141459633	2.4509999752044678	3.0	3.0	3.299999952316284	35.5107	80.6747	1325.2495	615.0	133539.0	556.0	5084.0	1983.1382	0.3073	4051.2135	11426.3284	11171.0	52661.0	4323.0	18882.0	4312.6282	51.29452838655561
sub-45_task-1_bold	0.0011929736842105263	0.011710138736842108	0	20.11396943047495	0.9862020538786277	0.8864348833245382	0.5925	395.4496	0.06553707246241894	11	2.8947368421052633	2.8600374872236336	2.97125	3.0185866666666663	2.590275795004235	0.00802704	0.010709180496633053	0.04489389806985855	380	70	70	38	2.4594217032493195	2.4509999752044678	3.0	3.0	3.299999952316284	18.5465	122.0455	1313.8273	643.0	129028.0	556.0	4572.0	1733.8824	1.1089	4510.5327	13172.5256	12796.0	57172.0	4936.0	22306.0	5202.8036	46.15684366913047
